0.235423615,0.380882411,0
0.937920502,0.69525655,0
0.001326029,0.711063203,1
0.49654887,0.572960349,1
0.52027656,0.401791045,1
0.19868968,0.299714646,0
0.153775396,0.884877091,1
0.977203309,0.832276244,0
0.37277165,0.12249671,0
0.287618872,0.446067744,0
0.027361034,0.760416591,1
0.862553099,0.909092874,0
0.242009164,0.590627331,1
0.013957218,0.99848342,1
0.341443045,0.641740488,1
0.144057576,0.546114742,1
0.020973865,0.561302854,1
0.332936385,0.753119538,1
0.29971589,0.53586068,1
0.193436589,0.931706585,1
0.678333341,0.679279689,0
0.561830944,0.454564068,1
0.636824828,0.339381122,1
0.197223646,0.21036455,0
0.518795792,0.815545199,0
0.366160343,0.80274209,1
0.307618051,0.932026826,1
0.128964164,0.282839825,0
0.053588634,0.909499176,1
0.508456142,0.475393168,1
0.897774825,0.949457903,0
0.291680595,0.700635256,1
0.813793201,0.039326798,1
0.511662773,0.771091449,0
0.125791271,0.075475538,0
0.878247692,0.744246052,0
0.506566686,0.107952232,1
0.806460908,0.599109065,0
0.224335516,0.596991967,1
0.014814828,0.093811224,0
0.772717409,0.183076868,1
0.547990588,0.653794582,0
0.450015285,0.04128536,0
0.348261921,0.906082752,1
0.187024224,0.475578781,0
0.278907142,0.872569281,1
0.635789562,0.147666777,1
0.454950748,0.346903958,0
0.448027688,0.036314701,0
0.708371234,0.855582288,0
0.231221706,0.531468863,1
0.561481119,0.006790401,1
0.290552081,0.293679195,0
0.185534086,0.86760925,1
0.411478765,0.219925633,0
0.341080635,0.190850424,0
0.217055989,0.217224041,0
0.402320974,0.536194247,1
0.055086572,0.026667754,0
0.314066942,0.592008206,1
0.247978553,0.231332657,0
0.800474958,0.59851688,0
0.944061288,0.799001533,0
0.439478001,0.764333252,1
0.68313762,0.738915334,0
0.815499151,0.409103264,1
0.653013498,0.27918944,1
0.656396544,0.306802471,1
0.536769553,0.535082255,0
0.135816792,0.699949829,1
0.495999068,0.175876696,0
0.958773432,0.844330026,0
0.725091111,0.843042263,0
0.730352327,0.757931587,0
0.091755474,0.55728605,1
0.238647674,0.536848533,1
0.538815018,0.68441524,0
0.014367512,0.57083229,1
0.295924883,0.928317308,1
0.533611729,0.707402491,0
0.476668054,0.562795231,1
0.450798727,0.081903658,0
0.437242005,0.328845624,0
0.835267307,0.564957618,0
0.110396317,0.420804479,0
0.606821362,0.770245704,0
0.221989802,0.834703727,1
0.856518699,0.843377248,0
0.679091117,0.722646802,0
0.725497646,0.051186937,1
0.508350942,0.265082958,1
0.384621991,0.590477772,1
0.856841395,0.720864288,0
0.075168944,0.409668747,0
0.149443425,0.589847449,1
0.906932477,0.197054058,1
0.472923237,0.259064247,0
0.660456882,0.020954895,1
0.600500329,0.962168797,0
0.615180577,0.232890771,1
0.9058924,0.577917205,0
0.992806957,0.136456502,1
0.193434483,0.343438922,0
0.38140198,0.032937426,0
0.035132929,0.109515478,0
0.590358912,0.335201369,1
0.564285049,0.927918683,0
0.34339504,0.735808792,1
0.446598025,0.593724027,1
0.200089392,0.460563416,0
0.571709676,0.92014942,0
0.514581415,0.167704038,1
0.36428396,0.12517435,0
0.178677287,0.399875217,0
0.398978849,0.596478603,1
0.369730482,0.382820445,0
0.070930004,0.108218668,0
0.345039915,0.439368587,0
0.461614527,0.191244856,0
0.607313893,0.846172733,0
0.903870985,0.166428447,1
0.626253425,0.898115441,0
0.613278444,0.128267553,1
0.559906973,0.548904219,0
0.278259124,0.821093163,1
0.868347569,0.014202607,1
0.224577781,0.695609258,1
0.80770745,0.132737187,1
0.469580488,0.468568665,0
0.011341145,0.499826694,0
0.521713799,0.124102866,1
0.297137803,0.165075411,0
0.336224661,0.437796002,0
0.490170479,0.351060425,0
0.69147654,0.749514105,0
0.076819878,0.379982533,0
